# 欽定詞譜 (1715), one row per 格 (metrical pattern) of one 詞牌 (tune title).
# THE TRADITION'S OWN SPEC. Doctrine 62: the primary source states the rule you
# were about to invent, and here it states the one thing a text can never
# supply -- WHICH line ends the tune mandates as rhymes and which it does not.
# Without it a ci rhyme measurement has to infer its own ground truth from the
# characters it is scoring, which is doctrine 13's circularity in one step.
#
# SOURCE  hulbji/couyun, MIT (LICENSE at repo root, covers the repository),
#         couyun/ci_pu/ci_list/cipai_*.json -- 817 per-詞牌 files transcribed
#         from the 欽定詞譜. Reached by `git clone https://github.com/hulbji/
#         couyun` (data/CHANNELS.md). The 欽定詞譜 itself is a 1715 imperial
#         compilation: a millennium-adjacent work three centuries out of any
#         term (doctrine 40, the outer layer is MIT and the inner layer is
#         expired).
#
# COLUMNS
#   tune      the 詞牌, in traditional characters
#   aliases   other names the 詞譜 gives the same tune, '|' separated
#   chars     total characters in the 格
#   groups    the rhyme groups: positions '.' separated within a group, groups
#             '/' separated. Positions are 0-based indices into the poem's
#             character sequence with all punctuation stripped. TWO POSITIONS
#             RHYME IFF THEY ARE IN THE SAME GROUP.
#   ju        line ends the spec marks 句 -- it mandates NO rhyme there. This
#             column is what makes a matched control possible at all.
#   du        讀 positions: a phrase break INSIDE a line, not a line end.
#   template  the 平仄 template, 中 where the tune leaves the tone free.
#
# HOW groups WAS BUILT, and why not from the source's own `yun_classify`.
# `yun_classify` is not a spec statement: on 菩薩蠻 格三 it places positions
# 6/13 in the same group as 18/23, and 菩薩蠻 changes rhyme between them --
# 雪 does not rhyme 眉. The groups here are read from what the notation prints:
# a new group at every 换 marker, and at every change in the register the
# template mandates at consecutive rhyme positions. That declines to assert a
# 平仄通叶 relation anywhere, which is the conservative direction: it can only
# split a real group, never merge two.
#
# THE MARKER GRAMMAR IS LOCALLY AMBIGUOUS and the parse is constrained, not
# guessed. 平 and 仄 are both template symbols and rhyme-marker prefixes
# (平韵, 仄韵, 换平韵, 换仄韵), so `中仄中平仄韵` is five template positions plus
# 韵 or four plus 仄韵. The parse is a search required to satisfy the source's
# own two invariants at once -- the template length must equal `ge_lyu_str`
# and the 韻 positions must equal `rhyme_pos`. 8 of 2,294 格 admit no such
# parse and are REFUSED rather than resolved by a tie-break (doctrine 66).
# Reading every 平/仄 as template instead -- the obvious first pass -- drops
# every 換韻 tune including 菩薩蠻's canonical 格, and drops them SILENTLY,
# because a mis-parse fails the invariant and looks like an unparsable file.
tune	aliases	chars	groups	ju	du	template
孤鸞		98	3.12.22.35.46.54.63.73.86.97	8.17.28.41.59.68.79.92	31.49.82	平平平仄仄平仄平平仄平平仄仄仄平平仄仄仄平平仄平平仄平仄仄仄平平仄平平仄平仄平平仄仄仄仄平平仄仄平平平仄平平仄仄仄仄平平仄平平仄仄仄平平仄仄平平仄仄平平仄平仄仄仄平平仄平平仄仄仄平平仄仄仄平平平仄
孤鸞		98	3.12.22.35.46.54.63.73.86.97	8.16.28.41.50.59.68.79.92	31.82	平平平仄仄仄仄平平仄平平仄仄仄平平仄仄仄平平仄平平仄平仄仄仄平平仄平平仄仄仄平平平仄仄仄平平仄仄仄平平仄平仄仄仄仄仄平平平平仄仄仄仄平平仄仄仄平平仄平平仄平仄仄仄平平仄平平仄平仄仄平平仄仄平平平仄
雲仙引		98	13.19.32.44.50.58.70.85.97	3.7.16.25.36.40.62.66.74.78.89.93	53	仄仄平平平平仄仄平平仄仄平平平平仄仄平平平平仄平仄仄仄仄平平平仄平平仄仄平仄平仄仄平仄平平平平平仄平平仄平仄平平平仄平仄仄平平仄平平仄仄仄平平平仄平平仄平仄仄仄仄平平平仄平仄平平仄仄平平仄仄仄平平
玲瓏玉		98	10.20.35.37.44.59.70.87.97	3.14.26.31.50.55.63.76.83.90	6.40.66.79.93	平仄平平仄平仄仄仄平平平平仄仄仄平平仄平平仄仄平平仄仄仄平平平仄平仄平平平平平平平平仄仄平仄仄平平仄仄仄平平平仄平仄平平仄仄平平仄平平仄仄平平平平平平平仄仄平仄平平仄仄仄仄平平仄平仄仄平平平仄仄平
陌上花		98	11.21.34.47.61.71.84.97	5.15.28.43.55.65.78.93	37.50.87	平平仄仄平平平仄仄平平仄仄仄平平平仄仄平平仄仄平仄仄平平仄仄仄仄平平仄仄平平仄仄仄平平仄仄平平仄仄平平仄仄平平仄仄仄平平平仄仄仄平平仄仄仄平平仄仄平仄仄平平仄平仄平平平仄仄平平仄仄平平平仄仄平平仄
福壽千春		98	7.13.26.37.49.55.64.77.87.97	3.20.32.40.43.60.68.73.82.90.93		仄仄平平平平仄仄仄仄平平平仄仄仄仄平平仄仄仄仄平平仄仄仄仄仄平平仄仄仄平平仄仄平平仄平平仄平仄平仄仄仄平仄仄平仄仄平平仄平仄仄平仄仄仄平平平平仄平平平平仄仄平仄仄平仄仄平平平仄仄平平仄平仄仄平平仄
夏日燕黌堂		98	2.11.20.34.47.52.61.70.84.97	7.15.27.39.43.57.65.77.89.93	30.80	仄平平仄中平仄仄中仄平平平仄仄仄仄仄仄平平平平中仄平平仄仄平平仄仄平平仄中平中仄平平中仄中仄平平中仄仄平平中平平仄仄平仄平平中平仄仄中中仄平平中平中仄平平仄仄中平平仄平平仄仄平中仄中平平仄仄仄平平
夏日燕黌堂		99	2.11.21.35.48.53.62.71.85.98	7.16.28.40.44.58.66.78.90.94	31.81	仄平平仄仄平仄仄仄仄平平平仄仄仄仄仄仄仄平平平平平仄平平仄仄平平仄仄平平仄平平仄仄平平仄仄仄仄平平平仄仄平平平平平仄仄平仄平平仄平仄仄平仄仄平平平平仄仄平平仄仄仄平平仄平平仄仄平仄仄仄平平仄仄仄平平
水晶簾		98	4.11.24.38.49.54.63.72.86.97	15.20.31.41.45.59.68.79.89.93	7.34.82	平仄平平仄仄平仄平平平仄仄仄平平仄仄仄平平仄平平仄仄仄平平平仄仄仄仄仄平平仄仄仄平平仄仄平平仄平仄仄平平仄平仄仄平平仄仄平平平仄仄仄平平仄仄平仄仄平仄平平平仄仄仄平仄平平仄仄仄平平平仄平平仄平仄仄
三部樂		99	3.12.22.38.48.63.73.80.87.91.98	8.16.29.34.42.54.59.69	25.76.83.94	仄平平仄仄仄仄仄平仄平平仄仄平平仄平仄平平平仄平平仄平仄平平仄仄平仄仄仄仄平仄仄仄仄平仄仄仄平平仄平平仄仄仄仄仄仄平仄仄仄平平仄平仄仄平仄仄平平平仄仄平平仄平仄仄仄平仄仄平仄仄平仄仄仄仄仄仄仄平平仄
三部樂		99	12.22.38.48.63.73.80.87.98	3.8.16.29.34.42.54.59.69.91	25.76.83.94	平仄平平仄中仄中平仄平平仄中平平仄中仄平平平仄中中仄平仄平平仄仄平仄仄仄中平仄仄中仄中中仄中平平仄中平中中中中仄中平仄仄仄平平仄中中仄平仄仄平平平仄仄平平仄平仄仄中中仄中平仄仄中仄仄仄中中仄中中平仄
三部樂		99	12.21.37.47.63.73.80.87.98	3.8.16.28.33.41.53.58.69.91	24.76.83.94	平仄平平仄仄仄仄平仄平平仄仄平平仄平仄平平仄仄平仄平仄平平仄仄平仄仄仄仄平仄仄平仄仄仄仄平平平仄平平平仄仄仄仄仄平仄仄仄仄平平仄平平仄平仄仄平平平仄仄平平仄平仄仄平仄仄平平仄仄仄仄仄仄平平仄平仄平仄
三部樂		99	12.22.38.48.63.73.80.87.98	3.8.16.29.34.42.54.58.69.91	25.76.83.94	平仄平平仄仄仄仄平仄平平仄仄平平仄仄仄平平平仄仄平仄平仄平平仄仄平仄仄仄平平仄仄平仄仄仄仄仄平平仄仄平仄仄平平仄平仄仄仄仄平平仄平平仄平仄仄平平平仄仄平平仄平仄仄平仄仄平平仄仄平仄仄仄平平仄平仄平仄
夢揚州		99	2.11.21.35.48.54.63.73.87.98	7.15.28.38.42.59.67.80.90.94	31.83	仄平平仄仄平平仄平仄平平仄仄仄平仄仄平平平平仄平平仄平平仄仄仄平平仄平平平平仄平平平仄仄平平仄平平平仄平平仄平平仄仄平平仄仄平平仄仄仄平仄仄平平平平仄平仄仄平平仄仄仄平平仄平平平仄仄平平仄仄平仄平平
聲聲慢		99	13.23.36.48.63.73.86.98	3.7.19.29.44.54.69.79.94	32.39.57.82.89	中中中中中中中中中中中仄平平仄中平中平仄仄仄平平中中中平中仄仄中平中仄平平仄仄仄仄平平平仄中仄平平中中中平中仄中中中平中中仄平平仄仄中平平仄仄仄平平中中中平仄仄仄平平中仄平平仄平仄仄平平平仄仄仄平平
聲聲慢		97	13.23.36.48.63.73.86.96	3.7.19.29.40.44.54.69.79.90.93	32.57	平平仄仄仄仄平平平平平仄平平仄仄平平平仄仄仄平平平平平平仄仄仄平平仄仄平平平平仄仄仄平平仄仄仄平平平平平平平仄平平仄平平仄仄平平仄仄仄平平仄仄仄平平平平仄平仄仄仄平平仄仄平平平平平仄仄平平仄仄平
聲聲慢		97	13.23.36.47.62.72.85.96	3.7.17.29.39.43.53.58.66.78.88.92		仄平平仄平平仄仄仄仄平仄平平平平仄仄平仄平仄平平仄仄仄平平仄平平平仄仄平平平平仄仄平仄仄仄仄平平平仄仄平仄仄仄平仄平平仄仄平平平平仄仄仄仄仄仄平平仄仄仄平仄仄仄平平仄仄平平平平仄仄平仄仄仄仄平平
聲聲慢		97	13.23.36.48.63.73.86.96	3.7.17.29.39.44.54.67.79.89	32.57.82.92	平平平仄仄仄平平平平仄仄平平仄仄平平仄平仄仄平平平平仄平仄仄仄平平平仄平平平仄仄仄平平平仄仄仄平平平仄平平平仄仄平平平仄平仄平平仄仄平平平平平仄平平平平仄平仄仄仄平平平仄平平平仄仄仄平平平仄仄平
聲聲慢		97	13.23.36.48.63.73.86.96	3.7.17.29.39.44.54.59.67.79.89	32.82.92	平平平仄仄仄平平平平仄仄平平仄仄平平平平仄仄平平仄平仄仄仄仄仄仄平平仄平平仄平仄仄仄平仄仄仄仄平平仄仄平平平仄仄平平平仄仄仄平平仄仄平平平平平仄平平平平仄平仄仄仄平平平仄平平仄平仄仄平平平仄平平
聲聲慢		98	13.23.36.48.64.74.87.97	3.7.17.29.39.44.55.60.68.80.90	32.83.93	平仄平平仄平平仄平平仄仄平平仄仄平平平平仄仄平平平平仄平仄仄仄平平仄仄平平平仄仄仄平平仄仄仄仄平平平仄仄平平仄仄仄平平平仄仄仄平平仄仄平平平平仄仄平平平平仄平仄仄仄平平仄仄平平平仄仄仄平平平仄仄平
聲聲慢		96	13.23.36.47.62.72.85.95	3.7.17.29.43.53.66.78.88	32.39.56.81.91	平平仄仄仄仄平平平仄仄仄平平仄仄平平平仄仄仄平平平平平仄仄仄仄平平仄仄平平仄仄仄平平仄仄仄仄平平平仄仄平平仄平仄仄平平仄仄平平仄仄平平仄仄仄仄平平平平仄平平仄仄平平仄仄平平仄平仄仄平平仄仄仄平
聲聲慢		96	13.23.36.47.62.72.85.95	3.7.17.29.43.53.58.66.78.88	32.39.81.91	平平平仄平仄平平平平仄仄平平仄仄平平仄仄仄仄平平平平仄平仄仄仄平平仄仄平平仄平仄平平仄仄平仄平平仄仄平平仄仄仄平平仄仄仄仄平平仄仄平平仄仄平仄平平平平平平仄仄仄平平仄仄平平仄平仄仄平平平仄仄平
聲聲慢		97	13.23.36.48.63.73.86.96	3.7.17.29.39.44.54.67.79.89	32.57.82.92	平平中仄中仄平平中平中中中仄中仄中平中仄中平平仄中平仄平中仄仄中平中中平仄中中仄中中平中仄仄中中仄中仄中平中仄中中仄平中仄平平仄中仄平平中仄仄平平仄平平中平仄仄仄平中中中中仄中中仄仄中中中中中仄
聲聲慢		99	13.23.36.48.63.73.86.98	3.7.17.29.39.44.54.59.67.79.89.94	32.82	平平仄仄仄仄平平平平仄仄平仄平仄平平平仄仄平平仄仄平仄平平仄仄平平平平平仄仄仄仄仄仄平平仄仄仄平仄仄仄仄平仄仄仄平仄平平仄平平仄平仄平平仄仄仄平平仄平平仄平仄仄仄平仄仄平仄仄平平仄仄平平平仄仄平平仄
聲聲慢		97	13.23.36.48.54.63.73.86.96	3.7.17.29.39.44.67.79.89	32.57.82.92	平平平仄仄仄平平平平仄平仄仄平仄平平平仄仄平平仄平平仄平仄仄仄平平仄平平仄平仄仄仄仄平平仄仄平平仄平仄仄平平仄平平仄平仄仄平平仄仄仄平平仄仄仄平平仄平平仄平仄仄仄平平仄平平仄平仄仄仄平平仄平平仄
聲聲慢		97	3.13.23.36.48.54.63.73.86.96	7.17.29.39.44.67.79.89	32.57.82.92	平平仄仄仄仄平平平平仄仄平仄仄仄平平平仄仄平平仄平平仄仄仄仄仄平平仄平平仄平仄仄仄平平仄仄仄平平仄仄仄平平平仄平平仄平平仄平平仄仄仄平平平仄仄平平仄平平仄平仄仄仄平平仄仄仄仄仄仄仄仄仄平平仄仄仄
聲聲慢		97	3.13.23.36.48.54.63.73.86.96	7.17.29.39.67.79.89	32.42.57.82.92	平平仄仄仄仄平平平平仄仄仄仄仄仄平平平仄仄平平仄平平仄仄仄仄仄仄平仄平平仄仄仄仄仄平平仄仄仄平平仄仄仄平平平仄平仄仄平平仄平平仄仄仄平平仄仄仄平仄仄平平仄平仄仄仄平平仄仄仄仄仄仄仄仄仄仄平仄仄仄
聲聲慢		95	3.13.23.36.48.54.61.71.84.94	9.17.29.39.65.77.87	32.42.57.80.90	平平仄仄仄仄平仄平平平仄平仄仄仄平平平仄仄平平仄平平仄平仄仄仄平平仄平平仄仄仄仄仄平平仄仄平平平仄平仄仄平平仄平仄仄仄平平仄仄仄平平仄仄平平平仄仄仄仄平平仄仄平平仄仄平仄平仄仄仄平平平仄仄仄
紫玉簫		99	13.26.37.48.63.76.87.98	3.7.17.22.30.40.44.54.59.67.80.90.94	33.70.83	平仄平平平平平仄仄平平仄平平平平仄仄仄仄平平仄平仄平平仄仄平仄平仄仄仄仄平平平平仄平平仄平仄仄平平平平仄仄平仄平仄仄平平仄仄平平平平仄仄仄平平平仄仄仄平平仄平平仄平仄仄仄仄平平平平仄平仄仄平仄仄平平
無悶		99	13.22.28.36.49.51.57.63.71.77.85.98	3.7.18.45.54.67.92	31.39.80.88	平仄平平仄仄仄仄仄仄平平平仄仄仄仄平平仄平平仄仄仄平平平仄仄仄仄仄平平平仄仄仄仄平仄平平仄仄仄平平仄平仄仄仄平仄仄仄仄仄平平平仄仄平仄仄仄仄仄仄平仄仄平平仄仄仄仄平平平平仄仄仄仄平仄平平仄平仄仄仄仄
月下笛		99	11.15.21.35.48.62.72.86.98	3.7.28.40.44.53.58.66.79.89.93	24.75	仄仄平平平平仄仄仄平平仄平平仄仄仄仄平平平仄仄平平平仄仄平仄平仄仄平仄仄仄平平仄仄平平平仄仄平平仄平平平仄仄仄仄仄平平仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄平仄平仄仄平仄仄仄平平仄仄平平仄仄平仄仄
月下笛		99	11.15.21.35.48.50.53.62.66.72.86.98	3.7.28.40.44.58.79.89.92	31.82	中仄平平中平中仄仄平平仄平平仄仄仄平平仄平仄中平仄仄平平仄仄仄仄平平中仄仄平平中仄平平中仄仄中平仄中仄平平仄仄中仄平平中平平仄平平中仄中平平仄平仄中平中仄平平仄中仄仄平平仄仄中中仄仄平平平仄平平仄仄
月下笛		100	11.15.22.36.49.51.54.63.67.73.87.99	3.7.29.41.45.59.80.90.93	32.83	仄仄平平平平仄仄仄平平仄平平仄仄平仄平平仄平仄平平仄仄平平仄仄仄仄平平仄仄仄平平平仄平平仄仄仄平平仄平仄平平仄仄平仄平平仄平平仄平平仄仄仄平平仄平仄仄平平仄平平仄仄仄仄平平仄仄仄仄仄仄平平平仄平平仄仄
月下笛		99	11.15.21.35.48.50.53.62.72.86.98	3.7.28.40.44.58.66.79.89.94	18.31.82	平仄平平平平仄仄仄平平仄平平仄仄仄平平仄平仄平平仄仄平平仄仄平仄平平仄仄仄平平仄仄平平仄仄平仄平仄平仄平平仄仄仄仄平平平平平仄平平仄仄平平平仄平仄平平平仄平平仄仄仄仄平平仄仄仄平仄仄仄平平仄仄仄仄仄
月下笛		97	11.15.21.34.46.61.71.84.96	3.7.28.38.42.52.57.65.78.87.92		平仄平平仄平平仄仄平平仄平平仄仄仄平平仄平仄平平仄仄平平仄平仄平平仄仄平平仄仄平平平仄平仄平仄平仄平平仄仄仄平仄平平仄平平仄平平平仄仄平平仄平仄仄平仄仄平平仄仄仄平平仄仄平平仄仄平平平仄仄仄平仄
玲瓏四犯		99	12.22.35.42.48.55.62.74.87.98	3.8.16.28.69.80.92.95	31.58.83	中仄平平仄仄仄平平中仄平仄仄仄平平中仄仄平平仄中仄仄仄平平仄仄仄仄平平仄仄中平中仄平仄中中中平平仄仄平中仄平平仄仄平平仄中平仄中平仄仄平平仄平仄平平仄中仄仄中中中中仄中中平中仄仄仄平中仄中仄中平平仄
玲瓏四犯		101	12.22.35.48.55.62.74.87.100	3.8.16.28.42.69.80.92.96	31.58.83	仄仄平平仄仄仄平平仄仄平仄仄仄平平平仄仄平平仄平仄仄仄平平仄仄仄仄平平仄仄仄平仄仄平仄仄仄仄平平仄仄平平仄平平仄仄平平仄平平仄仄平仄仄平平仄平仄平平仄平仄仄仄仄平平仄仄仄平平仄仄仄平平仄平平平仄仄平平仄
玲瓏四犯		101	12.22.35.48.62.74.87.100	3.8.16.28.42.55.69.80.96	31.38.58.83.90	仄仄平平仄仄仄平平平仄平仄仄仄平平仄仄仄平平仄平仄仄仄平平仄仄仄仄平平仄仄仄平平仄平仄平仄仄平平仄仄平平仄平平仄仄平平仄平平仄平平仄仄平平仄平仄平平仄平仄仄仄仄平平仄仄平平平仄仄仄平平仄平平平仄仄平平仄
玲瓏四犯		100	12.22.34.47.61.73.86.99	3.8.16.28.41.54.68.79.93	37.57.82.89	仄仄平平仄仄仄平平平仄平仄仄仄平平平仄仄平平仄仄仄仄仄平平仄仄仄平平仄仄仄平仄仄平平仄仄仄平平仄仄平平仄平平仄仄平平仄仄平仄平平仄仄平平仄平仄平平仄仄仄仄仄仄平仄仄平平平平仄仄仄平仄仄平平平仄仄平平仄
玲瓏四犯		100	12.22.35.42.48.55.62.75.88.99	3.8.16.28.69.81.93.96	31.38.58.84	平仄平平仄仄仄平平仄仄平仄仄仄平平仄仄仄平平仄平仄仄仄平平仄仄仄仄平平仄仄仄平仄仄平仄仄仄平平平仄仄平仄仄平平仄仄平平仄平平仄平平仄仄平平仄平仄仄仄平仄平仄仄平仄仄仄仄仄平平平仄仄仄平平仄仄仄平平平仄
玲瓏四犯		99	12.22.35.48.55.62.75.87.98	3.8.16.28.42.69.81.92.95	31.38.58	平仄平平仄仄仄平平平仄平仄仄仄平平平仄仄平平仄平仄仄仄平平仄仄仄仄平平仄仄仄平仄仄平平平仄仄平平仄仄平平仄平平仄仄平平仄平平仄平平仄仄平平仄平仄平平平仄平仄仄仄平平仄仄平平平仄仄仄平平仄平仄仄平平仄
玲瓏四犯		99	13.23.29.36.49.55.64.74.88.91.98	3.7.18.40.44.60.69.81	32.52.84.94	仄仄仄平平平平仄平平平仄平仄仄平平仄仄仄仄平平仄平平仄平仄仄仄平平仄平平仄仄仄平平仄平平仄平仄仄平仄平平仄平平仄仄平平仄仄平仄平仄仄平平仄仄仄仄平平仄平平仄仄平平仄仄平仄平平平仄平仄仄平平仄平平仄仄
丁香結		99	13.18.27.39.51.53.64.76.87.98	3.7.32.43.58.68.72.82.92	21.35	平仄平平仄平平仄中中仄平平仄仄仄平平仄仄仄仄仄仄平平平仄仄平平仄仄平平仄仄中仄仄平平平仄仄仄仄仄平平仄仄平仄仄仄仄平平仄仄中平中仄仄仄平平平平仄仄仄平平仄平仄平仄仄仄仄仄平平仄中平平中仄中仄平平仄仄
瑣窗寒		99	11.21.35.48.50.53.62.72.86.98	3.7.15.28.40.44.58.66.79.93	24.75.89	仄仄平平平平仄仄仄平平仄平平仄仄中仄中平平仄仄中平中中中中中平中仄平平仄仄中平中仄中平中仄仄平平仄平仄平平仄仄中仄中中仄平中仄平平中仄仄仄中平平仄仄中平中仄中平中中仄仄平中仄仄中平中仄平平仄中平中仄
瑣窗寒		99	11.21.35.48.50.53.62.72.86.98	3.7.15.28.42.58.66.79.93	24.38.75.89	仄仄平平平平仄仄仄平平仄平平仄仄仄仄仄平平仄仄平平仄平平仄仄平仄仄平平仄仄平平仄仄平平仄仄仄平平仄平仄平平仄仄平平仄仄仄平平仄平平仄仄仄仄仄平平仄仄仄平平仄仄平仄平仄平平仄仄仄平平仄仄平平仄平平仄仄
瑣窗寒		100	11.21.35.48.50.54.63.67.73.87.99	3.7.15.28.42.59.80.94	24.38.76.90	仄仄平平平平仄仄仄平平仄平平仄仄仄仄仄平平仄仄平平平仄仄平仄平仄仄平平仄仄平平仄仄平平平仄仄平平仄平仄平平仄仄仄平仄平平仄平平仄平仄仄仄仄仄仄平平仄仄平平平仄仄平仄仄仄仄平平仄仄平平仄仄平平仄仄平平仄
瑣窗寒		100	11.15.21.35.48.50.53.62.66.73.87.99	3.7.28.40.44.58.80.94	24.69.76.90	仄仄平平平平仄仄仄平平仄平平仄仄平仄仄平平仄仄平平仄平仄仄仄平仄仄平平仄仄平平仄仄平平仄仄仄平平仄平仄平平仄仄仄仄平平仄平平仄平平平仄仄平仄平平平仄仄平平平仄仄平平平仄仄平平仄仄仄平平仄平平仄平平仄仄
瑣窗寒		98	11.21.35.48.53.61.71.85.97	3.7.15.28.40.44.57.65.78.92	24.74.88	仄仄平平平平仄仄仄平平仄平平仄仄仄仄平平平仄仄仄平仄平仄平仄平平仄平平仄仄仄平仄仄平平平仄仄平平仄平仄平平仄仄仄平平仄平仄仄平平仄仄仄仄平平平仄仄平平平仄仄平仄平仄仄平仄仄仄平平仄仄平平仄仄平平仄
大有		99	14.23.37.49.55.64.74.87.98	3.7.30.43.52.60.68.80.94	10.17.33.83.90	仄仄平平仄平平仄仄中平平仄平仄仄平平平平仄仄平仄平平仄仄中平仄中中中中平平仄仄仄仄仄平平中平仄中平仄平平仄平仄仄中仄仄平平仄平中仄平仄平平仄仄仄平平仄仄仄仄平平仄平平仄平平平仄仄平仄仄仄平平平平仄仄
燕山亭		99	13.27.38.40.49.64.78.89.91.98	3.7.17.21.31.45.55.60.68.72.82	34.85.94	中仄平平中中仄中中仄平平平仄平仄仄平仄仄平平中中中平平仄中仄平平中中仄中平平仄平仄仄中中中中仄平中仄平中中中平中仄平中中中中平平仄中仄中平中中平中中中仄平平仄中仄平平中仄仄中平平仄平仄平仄仄平平中仄
聒龍謠		99	13.22.36.49.64.73.87.98	3.7.17.29.43.46.52.55.60.68.80.94	25.32.39.76.83.90	中仄平平中中仄中仄仄中平中仄平仄平平仄平平中仄仄平中中仄平平仄仄中仄平平仄仄平平中仄平平中平仄仄平仄中平仄仄平平仄中中中仄平平平仄平平仄仄仄平平平仄仄中中中仄平平中中中仄平平仄仄平平中仄平平仄平平仄
聒龍謠		99	7.13.22.36.49.64.73.87.98	3.17.29.43.46.52.55.60.68.80.94	25.32.39.76.83.90	平仄平平仄平仄仄仄仄仄平平仄平仄平平仄平平平仄仄平平仄仄平平仄仄仄仄平平仄仄平平仄仄平平仄平仄仄平仄平平仄仄平平仄仄仄平仄平平平仄平平仄仄仄平平平仄仄仄仄仄仄平平平仄平仄平平仄仄平平仄仄平平仄平平仄
金菊對芙蓉		99	13.22.36.48.54.63.72.86.98	3.7.18.29.40.44.59.68.79.90.94	32.82	中仄平平中平中仄仄平平仄平平仄平平中仄仄仄平平中平中仄平平仄中仄中中仄平平中平平仄中平中仄中仄平平仄中仄仄平平仄中平中中仄仄平平仄中平平仄中仄平平中平中仄平平仄仄中中中仄平平中平中仄平平中仄中仄平平
催雪		99	13.22.36.48.50.53.62.71.85.98	3.7.18.28.40.44.58.77.92	31.65.80.88	平仄平平平仄仄中中仄平平仄仄仄仄仄平平仄平平仄中仄中平仄仄仄仄仄平平平平仄仄平中仄平平仄仄仄平平仄平仄仄中仄仄仄仄中平仄平平仄仄中仄平平仄平平仄中仄平平仄仄仄中仄平平平平仄中仄仄中仄平平仄仄仄平平仄
十月桃		99	12.22.35.47.54.63.73.86.98	3.8.16.28.39.43.59.67.79.90.94	31.82	平平中仄仄平平中仄中仄平平仄仄平平中中中仄平平平平仄中平仄平仄仄中仄平平平平仄仄中仄平平中仄平平中中平平仄平平仄仄仄平平仄仄平平仄仄平平中平平仄平平平平仄中中仄平仄仄中仄平平平平仄仄中中平中中仄平平
十月桃		99	12.22.35.47.54.63.73.86.98	3.8.16.28.39.43.69.79.90.94	31.57.82	平平仄仄仄平平仄仄仄仄平平仄仄平平仄平平仄平平平平仄仄平仄平仄仄仄仄平平平平仄仄仄仄平平仄仄平平仄仄平平仄平平平仄仄平平仄仄平平仄仄平平仄仄仄仄平平平平仄仄平仄平仄仄仄仄平平平平仄仄仄平平仄平仄平平
十月桃		98	11.21.34.46.53.62.72.85.97	3.7.15.27.38.42.66.78.89.93	30.56.81	平平平仄仄平仄仄仄仄平平仄仄平平仄平平仄平平平平仄仄平仄平仄仄平仄平平平平仄仄仄仄平平仄仄平平仄仄平平仄平平平仄仄平平仄仄平平仄仄平平平平平仄平平平平仄仄平仄平仄仄平仄平平平平仄仄仄仄平平平仄平平
